municipio_codigo,municipio_nombre,poblacion_empadronada,rango_edad,sexo
45,Colmenar Viejo,1358,De 0 a 4 años,Mujer
45,Colmenar Viejo,1492,De 5 a 9 años,Mujer
45,Colmenar Viejo,1418,De 10 a 14 años,Mujer
45,Colmenar Viejo,1335,De 15 a 19 años,Mujer
45,Colmenar Viejo,1350,De 20 a 24 años,Mujer
45,Colmenar Viejo,1362,De 25 a 29 años,Mujer
45,Colmenar Viejo,1803,De 30 a 34 años,Mujer
45,Colmenar Viejo,2095,De 35 a 39 años,Mujer
45,Colmenar Viejo,2133,De 40 a 44 años,Mujer
45,Colmenar Viejo,2099,De 45 a 49 años,Mujer
45,Colmenar Viejo,1931,De 50 a 54 años,Mujer
45,Colmenar Viejo,1580,De 55 a 59 años,Mujer
45,Colmenar Viejo,1167,De 60 a 64 años,Mujer
45,Colmenar Viejo,893,De 65 a 69 años,Mujer
45,Colmenar Viejo,710,De 70 a 74 años,Mujer
45,Colmenar Viejo,560,De 75 a 79 años,Mujer
45,Colmenar Viejo,545,De 80 a 84 años,Mujer
45,Colmenar Viejo,438,De 85 a 89 años,Mujer
45,Colmenar Viejo,265,De 90 a 94 años,Mujer
45,Colmenar Viejo,41,De 95 a 99 años,Mujer
45,Colmenar Viejo,10,De 100 y más años,Mujer
44,Colmenarejo,204,De 0 a 4 años,Hombre
44,Colmenarejo,361,De 5 a 9 años,Hombre
44,Colmenarejo,321,De 10 a 14 años,Hombre
44,Colmenarejo,314,De 15 a 19 años,Hombre
44,Colmenarejo,227,De 20 a 24 años,Hombre
44,Colmenarejo,225,De 25 a 29 años,Hombre
44,Colmenarejo,237,De 30 a 34 años,Hombre
44,Colmenarejo,309,De 35 a 39 años,Hombre
44,Colmenarejo,448,De 40 a 44 años,Hombre
44,Colmenarejo,481,De 45 a 49 años,Hombre
44,Colmenarejo,387,De 50 a 54 años,Hombre
44,Colmenarejo,279,De 55 a 59 años,Hombre
44,Colmenarejo,189,De 60 a 64 años,Hombre
44,Colmenarejo,170,De 65 a 69 años,Hombre
44,Colmenarejo,117,De 70 a 74 años,Hombre
44,Colmenarejo,69,De 75 a 79 años,Hombre
44,Colmenarejo,51,De 80 a 84 años,Hombre
44,Colmenarejo,33,De 85 a 89 años,Hombre
44,Colmenarejo,9,De 90 a 94 años,Hombre
44,Colmenarejo,3,De 95 a 99 años,Hombre
44,Colmenarejo,0,De 100 y más años,Hombre
44,Colmenarejo,227,De 0 a 4 años,Mujer
44,Colmenarejo,327,De 5 a 9 años,Mujer
44,Colmenarejo,359,De 10 a 14 años,Mujer
44,Colmenarejo,301,De 15 a 19 años,Mujer
44,Colmenarejo,247,De 20 a 24 años,Mujer
44,Colmenarejo,219,De 25 a 29 años,Mujer
44,Colmenarejo,262,De 30 a 34 años,Mujer
44,Colmenarejo,354,De 35 a 39 años,Mujer
44,Colmenarejo,448,De 40 a 44 años,Mujer
44,Colmenarejo,440,De 45 a 49 años,Mujer
44,Colmenarejo,380,De 50 a 54 años,Mujer
44,Colmenarejo,295,De 55 a 59 años,Mujer
44,Colmenarejo,196,De 60 a 64 años,Mujer
44,Colmenarejo,161,De 65 a 69 años,Mujer
44,Colmenarejo,120,De 70 a 74 años,Mujer
44,Colmenarejo,83,De 75 a 79 años,Mujer
44,Colmenarejo,77,De 80 a 84 años,Mujer
44,Colmenarejo,47,De 85 a 89 años,Mujer
44,Colmenarejo,27,De 90 a 94 años,Mujer
44,Colmenarejo,9,De 95 a 99 años,Mujer
44,Colmenarejo,2,De 100 y más años,Mujer
48,Corpa,31,De 0 a 4 años,Hombre
48,Corpa,22,De 5 a 9 años,Hombre
48,Corpa,16,De 10 a 14 años,Hombre
48,Corpa,8,De 15 a 19 años,Hombre
48,Corpa,21,De 20 a 24 años,Hombre
48,Corpa,25,De 25 a 29 años,Hombre
48,Corpa,30,De 30 a 34 años,Hombre
48,Corpa,45,De 35 a 39 años,Hombre
48,Corpa,30,De 40 a 44 años,Hombre
48,Corpa,25,De 45 a 49 años,Hombre
48,Corpa,22,De 50 a 54 años,Hombre
48,Corpa,17,De 55 a 59 años,Hombre
48,Corpa,17,De 60 a 64 años,Hombre
48,Corpa,17,De 65 a 69 años,Hombre
48,Corpa,7,De 70 a 74 años,Hombre
48,Corpa,10,De 75 a 79 años,Hombre
48,Corpa,10,De 80 a 84 años,Hombre
48,Corpa,7,De 85 a 89 años,Hombre
48,Corpa,3,De 90 a 94 años,Hombre
48,Corpa,0,De 95 a 99 años,Hombre
48,Corpa,0,De 100 y más años,Hombre
48,Corpa,29,De 0 a 4 años,Mujer
48,Corpa,15,De 5 a 9 años,Mujer
48,Corpa,18,De 10 a 14 años,Mujer
48,Corpa,11,De 15 a 19 años,Mujer
48,Corpa,10,De 20 a 24 años,Mujer
48,Corpa,16,De 25 a 29 años,Mujer
48,Corpa,28,De 30 a 34 años,Mujer
48,Corpa,41,De 35 a 39 años,Mujer
48,Corpa,31,De 40 a 44 años,Mujer
48,Corpa,15,De 45 a 49 años,Mujer
48,Corpa,15,De 50 a 54 años,Mujer
48,Corpa,22,De 55 a 59 años,Mujer
48,Corpa,21,De 60 a 64 años,Mujer
48,Corpa,7,De 65 a 69 años,Mujer
48,Corpa,9,De 70 a 74 años,Mujer
48,Corpa,8,De 75 a 79 años,Mujer
48,Corpa,12,De 80 a 84 años,Mujer
48,Corpa,8,De 85 a 89 años,Mujer
48,Corpa,5,De 90 a 94 años,Mujer
48,Corpa,0,De 95 a 99 años,Mujer
48,Corpa,0,De 100 y más años,Mujer
49,Coslada,1781,De 0 a 4 años,Hombre
49,Coslada,2112,De 5 a 9 años,Hombre
49,Coslada,1820,De 10 a 14 años,Hombre
49,Coslada,1766,De 15 a 19 años,Hombre
49,Coslada,2115,De 20 a 24 años,Hombre
49,Coslada,2670,De 25 a 29 años,Hombre
49,Coslada,3029,De 30 a 34 años,Hombre
49,Coslada,3656,De 35 a 39 años,Hombre
49,Coslada,3762,De 40 a 44 años,Hombre
49,Coslada,2874,De 45 a 49 años,Hombre
49,Coslada,2639,De 50 a 54 años,Hombre
49,Coslada,3128,De 55 a 59 años,Hombre
49,Coslada,2978,De 60 a 64 años,Hombre
49,Coslada,2765,De 65 a 69 años,Hombre
49,Coslada,1828,De 70 a 74 años,Hombre
49,Coslada,888,De 75 a 79 años,Hombre
49,Coslada,557,De 80 a 84 años,Hombre
49,Coslada,282,De 85 a 89 años,Hombre
49,Coslada,105,De 90 a 94 años,Hombre
49,Coslada,23,De 95 a 99 años,Hombre
49,Coslada,4,De 100 y más años,Hombre
49,Coslada,1732,De 0 a 4 años,Mujer
49,Coslada,1984,De 5 a 9 años,Mujer
49,Coslada,1729,De 10 a 14 años,Mujer
49,Coslada,1613,De 15 a 19 años,Mujer
49,Coslada,1963,De 20 a 24 años,Mujer
49,Coslada,2697,De 25 a 29 años,Mujer
49,Coslada,3039,De 30 a 34 años,Mujer
49,Coslada,3558,De 35 a 39 años,Mujer
49,Coslada,3591,De 40 a 44 años,Mujer
49,Coslada,2908,De 45 a 49 años,Mujer
49,Coslada,3100,De 50 a 54 años,Mujer
49,Coslada,3569,De 55 a 59 años,Mujer
49,Coslada,3434,De 60 a 64 años,Mujer
49,Coslada,2910,De 65 a 69 años,Mujer
49,Coslada,1798,De 70 a 74 años,Mujer
49,Coslada,933,De 75 a 79 años,Mujer
49,Coslada,810,De 80 a 84 años,Mujer
49,Coslada,518,De 85 a 89 años,Mujer
49,Coslada,260,De 90 a 94 años,Mujer
49,Coslada,70,De 95 a 99 años,Mujer
49,Coslada,13,De 100 y más años,Mujer
50,Cubas de la Sagra,219,De 0 a 4 años,Hombre
50,Cubas de la Sagra,268,De 5 a 9 años,Hombre
50,Cubas de la Sagra,248,De 10 a 14 años,Hombre
50,Cubas de la Sagra,151,De 15 a 19 años,Hombre
50,Cubas de la Sagra,124,De 20 a 24 años,Hombre
50,Cubas de la Sagra,123,De 25 a 29 años,Hombre
50,Cubas de la Sagra,163,De 30 a 34 años,Hombre
50,Cubas de la Sagra,309,De 35 a 39 años,Hombre
50,Cubas de la Sagra,386,De 40 a 44 años,Hombre
50,Cubas de la Sagra,283,De 45 a 49 años,Hombre
50,Cubas de la Sagra,203,De 50 a 54 años,Hombre
50,Cubas de la Sagra,167,De 55 a 59 años,Hombre
50,Cubas de la Sagra,113,De 60 a 64 años,Hombre
50,Cubas de la Sagra,79,De 65 a 69 años,Hombre
50,Cubas de la Sagra,66,De 70 a 74 años,Hombre
50,Cubas de la Sagra,34,De 75 a 79 años,Hombre
50,Cubas de la Sagra,40,De 80 a 84 años,Hombre
50,Cubas de la Sagra,28,De 85 a 89 años,Hombre
50,Cubas de la Sagra,15,De 90 a 94 años,Hombre
50,Cubas de la Sagra,2,De 95 a 99 años,Hombre
50,Cubas de la Sagra,3,De 100 y más años,Hombre
50,Cubas de la Sagra,191,De 0 a 4 años,Mujer
50,Cubas de la Sagra,280,De 5 a 9 años,Mujer
50,Cubas de la Sagra,253,De 10 a 14 años,Mujer
50,Cubas de la Sagra,138,De 15 a 19 años,Mujer
50,Cubas de la Sagra,106,De 20 a 24 años,Mujer
50,Cubas de la Sagra,135,De 25 a 29 años,Mujer
50,Cubas de la Sagra,215,De 30 a 34 años,Mujer
50,Cubas de la Sagra,351,De 35 a 39 años,Mujer
50,Cubas de la Sagra,346,De 40 a 44 años,Mujer
50,Cubas de la Sagra,244,De 45 a 49 años,Mujer
50,Cubas de la Sagra,192,De 50 a 54 años,Mujer
50,Cubas de la Sagra,158,De 55 a 59 años,Mujer
50,Cubas de la Sagra,92,De 60 a 64 años,Mujer
50,Cubas de la Sagra,73,De 65 a 69 años,Mujer
50,Cubas de la Sagra,64,De 70 a 74 años,Mujer
50,Cubas de la Sagra,47,De 75 a 79 años,Mujer
50,Cubas de la Sagra,58,De 80 a 84 años,Mujer
50,Cubas de la Sagra,75,De 85 a 89 años,Mujer
50,Cubas de la Sagra,42,De 90 a 94 años,Mujer
50,Cubas de la Sagra,20,De 95 a 99 años,Mujer
50,Cubas de la Sagra,8,De 100 y más años,Mujer
53,Daganzo de Arriba,315,De 0 a 4 años,Hombre
53,Daganzo de Arriba,467,De 5 a 9 años,Hombre
53,Daganzo de Arriba,483,De 10 a 14 años,Hombre
53,Daganzo de Arriba,332,De 15 a 19 años,Hombre
53,Daganzo de Arriba,235,De 20 a 24 años,Hombre
53,Daganzo de Arriba,173,De 25 a 29 años,Hombre
53,Daganzo de Arriba,254,De 30 a 34 años,Hombre
53,Daganzo de Arriba,365,De 35 a 39 años,Hombre
53,Daganzo de Arriba,630,De 40 a 44 años,Hombre
53,Daganzo de Arriba,638,De 45 a 49 años,Hombre
53,Daganzo de Arriba,421,De 50 a 54 años,Hombre
53,Daganzo de Arriba,277,De 55 a 59 años,Hombre
53,Daganzo de Arriba,162,De 60 a 64 años,Hombre
53,Daganzo de Arriba,106,De 65 a 69 años,Hombre
53,Daganzo de Arriba,75,De 70 a 74 años,Hombre
53,Daganzo de Arriba,44,De 75 a 79 años,Hombre
53,Daganzo de Arriba,38,De 80 a 84 años,Hombre
53,Daganzo de Arriba,17,De 85 a 89 años,Hombre
53,Daganzo de Arriba,6,De 90 a 94 años,Hombre
53,Daganzo de Arriba,0,De 95 a 99 años,Hombre
53,Daganzo de Arriba,1,De 100 y más años,Hombre
53,Daganzo de Arriba,290,De 0 a 4 años,Mujer
53,Daganzo de Arriba,444,De 5 a 9 años,Mujer
53,Daganzo de Arriba,442,De 10 a 14 años,Mujer
53,Daganzo de Arriba,334,De 15 a 19 años,Mujer
53,Daganzo de Arriba,213,De 20 a 24 años,Mujer
53,Daganzo de Arriba,197,De 25 a 29 años,Mujer
53,Daganzo de Arriba,250,De 30 a 34 años,Mujer
53,Daganzo de Arriba,420,De 35 a 39 años,Mujer
53,Daganzo de Arriba,678,De 40 a 44 años,Mujer
53,Daganzo de Arriba,643,De 45 a 49 años,Mujer
53,Daganzo de Arriba,391,De 50 a 54 años,Mujer
53,Daganzo de Arriba,223,De 55 a 59 años,Mujer
53,Daganzo de Arriba,157,De 60 a 64 años,Mujer
53,Daganzo de Arriba,92,De 65 a 69 años,Mujer
53,Daganzo de Arriba,78,De 70 a 74 años,Mujer
53,Daganzo de Arriba,64,De 75 a 79 años,Mujer
53,Daganzo de Arriba,61,De 80 a 84 años,Mujer
53,Daganzo de Arriba,39,De 85 a 89 años,Mujer
53,Daganzo de Arriba,23,De 90 a 94 años,Mujer
53,Daganzo de Arriba,4,De 95 a 99 años,Mujer
53,Daganzo de Arriba,0,De 100 y más años,Mujer
54,Escorial (El),387,De 0 a 4 años,Hombre
54,Escorial (El),396,De 5 a 9 años,Hombre
54,Escorial (El),439,De 10 a 14 años,Hombre
54,Escorial (El),412,De 15 a 19 años,Hombre
54,Escorial (El),424,De 20 a 24 años,Hombre
54,Escorial (El),430,De 25 a 29 años,Hombre
54,Escorial (El),444,De 30 a 34 años,Hombre
54,Escorial (El),588,De 35 a 39 años,Hombre
54,Escorial (El),642,De 40 a 44 años,Hombre
54,Escorial (El),667,De 45 a 49 años,Hombre
54,Escorial (El),643,De 50 a 54 años,Hombre
54,Escorial (El),617,De 55 a 59 años,Hombre
54,Escorial (El),418,De 60 a 64 años,Hombre
54,Escorial (El),397,De 65 a 69 años,Hombre
54,Escorial (El),289,De 70 a 74 años,Hombre
54,Escorial (El),198,De 75 a 79 años,Hombre
54,Escorial (El),156,De 80 a 84 años,Hombre
54,Escorial (El),88,De 85 a 89 años,Hombre
54,Escorial (El),34,De 90 a 94 años,Hombre
54,Escorial (El),5,De 95 a 99 años,Hombre
54,Escorial (El),1,De 100 y más años,Hombre
54,Escorial (El),323,De 0 a 4 años,Mujer
54,Escorial (El),406,De 5 a 9 años,Mujer
54,Escorial (El),436,De 10 a 14 años,Mujer
54,Escorial (El),420,De 15 a 19 años,Mujer
54,Escorial (El),384,De 20 a 24 años,Mujer
54,Escorial (El),408,De 25 a 29 años,Mujer
54,Escorial (El),426,De 30 a 34 años,Mujer
54,Escorial (El),559,De 35 a 39 años,Mujer
54,Escorial (El),670,De 40 a 44 años,Mujer
54,Escorial (El),649,De 45 a 49 años,Mujer
54,Escorial (El),722,De 50 a 54 años,Mujer
54,Escorial (El),622,De 55 a 59 años,Mujer
54,Escorial (El),452,De 60 a 64 años,Mujer
54,Escorial (El),388,De 65 a 69 años,Mujer
54,Escorial (El),312,De 70 a 74 años,Mujer
54,Escorial (El),212,De 75 a 79 años,Mujer
54,Escorial (El),208,De 80 a 84 años,Mujer
54,Escorial (El),184,De 85 a 89 años,Mujer
54,Escorial (El),77,De 90 a 94 años,Mujer
54,Escorial (El),25,De 95 a 99 años,Mujer
54,Escorial (El),4,De 100 y más años,Mujer
55,Estremera,21,De 0 a 4 años,Hombre
55,Estremera,30,De 5 a 9 años,Hombre
55,Estremera,35,De 10 a 14 años,Hombre
55,Estremera,36,De 15 a 19 años,Hombre
55,Estremera,31,De 20 a 24 años,Hombre
55,Estremera,43,De 25 a 29 años,Hombre
55,Estremera,26,De 30 a 34 años,Hombre
55,Estremera,50,De 35 a 39 años,Hombre
55,Estremera,61,De 40 a 44 años,Hombre
55,Estremera,44,De 45 a 49 años,Hombre
55,Estremera,42,De 50 a 54 años,Hombre
55,Estremera,43,De 55 a 59 años,Hombre
55,Estremera,38,De 60 a 64 años,Hombre
55,Estremera,29,De 65 a 69 años,Hombre
55,Estremera,31,De 70 a 74 años,Hombre
55,Estremera,24,De 75 a 79 años,Hombre
55,Estremera,29,De 80 a 84 años,Hombre
55,Estremera,13,De 85 a 89 años,Hombre
55,Estremera,11,De 90 a 94 años,Hombre
55,Estremera,2,De 95 a 99 años,Hombre
55,Estremera,1,De 100 y más años,Hombre
55,Estremera,24,De 0 a 4 años,Mujer
55,Estremera,25,De 5 a 9 años,Mujer
55,Estremera,20,De 10 a 14 años,Mujer
55,Estremera,30,De 15 a 19 años,Mujer
55,Estremera,35,De 20 a 24 años,Mujer
55,Estremera,27,De 25 a 29 años,Mujer
55,Estremera,43,De 30 a 34 años,Mujer
55,Estremera,43,De 35 a 39 años,Mujer
55,Estremera,50,De 40 a 44 años,Mujer
55,Estremera,50,De 45 a 49 años,Mujer
55,Estremera,34,De 50 a 54 años,Mujer
55,Estremera,38,De 55 a 59 años,Mujer
55,Estremera,33,De 60 a 64 años,Mujer
55,Estremera,27,De 65 a 69 años,Mujer
55,Estremera,23,De 70 a 74 años,Mujer
55,Estremera,30,De 75 a 79 años,Mujer
55,Estremera,33,De 80 a 84 años,Mujer
55,Estremera,32,De 85 a 89 años,Mujer
55,Estremera,19,De 90 a 94 años,Mujer
55,Estremera,4,De 95 a 99 años,Mujer
55,Estremera,1,De 100 y más años,Mujer
56,Fresnedillas de la Oliva,50,De 0 a 4 años,Hombre
56,Fresnedillas de la Oliva,67,De 5 a 9 años,Hombre
56,Fresnedillas de la Oliva,46,De 10 a 14 años,Hombre
56,Fresnedillas de la Oliva,43,De 15 a 19 años,Hombre
56,Fresnedillas de la Oliva,35,De 20 a 24 años,Hombre
56,Fresnedillas de la Oliva,37,De 25 a 29 años,Hombre
56,Fresnedillas de la Oliva,45,De 30 a 34 años,Hombre
56,Fresnedillas de la Oliva,82,De 35 a 39 años,Hombre
56,Fresnedillas de la Oliva,78,De 40 a 44 años,Hombre
56,Fresnedillas de la Oliva,68,De 45 a 49 años,Hombre
56,Fresnedillas de la Oliva,57,De 50 a 54 años,Hombre
56,Fresnedillas de la Oliva,53,De 55 a 59 años,Hombre
56,Fresnedillas de la Oliva,39,De 60 a 64 años,Hombre
56,Fresnedillas de la Oliva,28,De 65 a 69 años,Hombre
56,Fresnedillas de la Oliva,26,De 70 a 74 años,Hombre
56,Fresnedillas de la Oliva,16,De 75 a 79 años,Hombre
56,Fresnedillas de la Oliva,8,De 80 a 84 años,Hombre
56,Fresnedillas de la Oliva,9,De 85 a 89 años,Hombre
56,Fresnedillas de la Oliva,4,De 90 a 94 años,Hombre
56,Fresnedillas de la Oliva,1,De 95 a 99 años,Hombre
56,Fresnedillas de la Oliva,0,De 100 y más años,Hombre
56,Fresnedillas de la Oliva,54,De 0 a 4 años,Mujer
56,Fresnedillas de la Oliva,62,De 5 a 9 años,Mujer
56,Fresnedillas de la Oliva,34,De 10 a 14 años,Mujer
56,Fresnedillas de la Oliva,49,De 15 a 19 años,Mujer
56,Fresnedillas de la Oliva,39,De 20 a 24 años,Mujer
56,Fresnedillas de la Oliva,40,De 25 a 29 años,Mujer
56,Fresnedillas de la Oliva,57,De 30 a 34 años,Mujer
56,Fresnedillas de la Oliva,66,De 35 a 39 años,Mujer
56,Fresnedillas de la Oliva,61,De 40 a 44 años,Mujer
56,Fresnedillas de la Oliva,70,De 45 a 49 años,Mujer
56,Fresnedillas de la Oliva,49,De 50 a 54 años,Mujer
56,Fresnedillas de la Oliva,46,De 55 a 59 años,Mujer
56,Fresnedillas de la Oliva,31,De 60 a 64 años,Mujer
56,Fresnedillas de la Oliva,29,De 65 a 69 años,Mujer
56,Fresnedillas de la Oliva,26,De 70 a 74 años,Mujer
56,Fresnedillas de la Oliva,14,De 75 a 79 años,Mujer
56,Fresnedillas de la Oliva,13,De 80 a 84 años,Mujer
56,Fresnedillas de la Oliva,11,De 85 a 89 años,Mujer
56,Fresnedillas de la Oliva,5,De 90 a 94 años,Mujer
56,Fresnedillas de la Oliva,2,De 95 a 99 años,Mujer
56,Fresnedillas de la Oliva,0,De 100 y más años,Mujer
57,Fresno de Torote,72,De 0 a 4 años,Hombre
57,Fresno de Torote,81,De 5 a 9 años,Hombre
57,Fresno de Torote,86,De 10 a 14 años,Hombre
57,Fresno de Torote,44,De 15 a 19 años,Hombre
57,Fresno de Torote,25,De 20 a 24 años,Hombre
57,Fresno de Torote,40,De 25 a 29 años,Hombre
57,Fresno de Torote,70,De 30 a 34 años,Hombre
57,Fresno de Torote,105,De 35 a 39 años,Hombre
57,Fresno de Torote,130,De 40 a 44 años,Hombre
57,Fresno de Torote,135,De 45 a 49 años,Hombre
57,Fresno de Torote,77,De 50 a 54 años,Hombre
57,Fresno de Torote,55,De 55 a 59 años,Hombre
57,Fresno de Torote,47,De 60 a 64 años,Hombre
57,Fresno de Torote,46,De 65 a 69 años,Hombre
57,Fresno de Torote,49,De 70 a 74 años,Hombre
57,Fresno de Torote,24,De 75 a 79 años,Hombre
57,Fresno de Torote,11,De 80 a 84 años,Hombre
57,Fresno de Torote,10,De 85 a 89 años,Hombre
57,Fresno de Torote,2,De 90 a 94 años,Hombre
57,Fresno de Torote,0,De 95 a 99 años,Hombre
57,Fresno de Torote,0,De 100 y más años,Hombre
57,Fresno de Torote,62,De 0 a 4 años,Mujer
57,Fresno de Torote,89,De 5 a 9 años,Mujer
57,Fresno de Torote,59,De 10 a 14 años,Mujer
57,Fresno de Torote,41,De 15 a 19 años,Mujer
57,Fresno de Torote,37,De 20 a 24 años,Mujer
57,Fresno de Torote,53,De 25 a 29 años,Mujer
57,Fresno de Torote,66,De 30 a 34 años,Mujer
57,Fresno de Torote,89,De 35 a 39 años,Mujer
57,Fresno de Torote,132,De 40 a 44 años,Mujer
57,Fresno de Torote,89,De 45 a 49 años,Mujer
57,Fresno de Torote,57,De 50 a 54 años,Mujer
57,Fresno de Torote,49,De 55 a 59 años,Mujer
57,Fresno de Torote,50,De 60 a 64 años,Mujer
57,Fresno de Torote,48,De 65 a 69 años,Mujer
57,Fresno de Torote,41,De 70 a 74 años,Mujer
57,Fresno de Torote,17,De 75 a 79 años,Mujer
57,Fresno de Torote,14,De 80 a 84 años,Mujer
57,Fresno de Torote,8,De 85 a 89 años,Mujer
57,Fresno de Torote,3,De 90 a 94 años,Mujer
57,Fresno de Torote,2,De 95 a 99 años,Mujer
57,Fresno de Torote,0,De 100 y más años,Mujer
58,Fuenlabrada,4792,De 0 a 4 años,Hombre
58,Fuenlabrada,5771,De 5 a 9 años,Hombre
58,Fuenlabrada,5703,De 10 a 14 años,Hombre
58,Fuenlabrada,5287,De 15 a 19 años,Hombre
58,Fuenlabrada,5102,De 20 a 24 años,Hombre
58,Fuenlabrada,6220,De 25 a 29 años,Hombre
58,Fuenlabrada,7528,De 30 a 34 años,Hombre
58,Fuenlabrada,8724,De 35 a 39 años,Hombre
58,Fuenlabrada,8426,De 40 a 44 años,Hombre
58,Fuenlabrada,8123,De 45 a 49 años,Hombre
58,Fuenlabrada,7076,De 50 a 54 años,Hombre
58,Fuenlabrada,6884,De 55 a 59 años,Hombre
58,Fuenlabrada,7359,De 60 a 64 años,Hombre
58,Fuenlabrada,4340,De 65 a 69 años,Hombre
58,Fuenlabrada,2208,De 70 a 74 años,Hombre
58,Fuenlabrada,1153,De 75 a 79 años,Hombre
58,Fuenlabrada,844,De 80 a 84 años,Hombre
58,Fuenlabrada,484,De 85 a 89 años,Hombre
58,Fuenlabrada,179,De 90 a 94 años,Hombre
58,Fuenlabrada,25,De 95 a 99 años,Hombre
58,Fuenlabrada,9,De 100 y más años,Hombre
58,Fuenlabrada,4592,De 0 a 4 años,Mujer
58,Fuenlabrada,5354,De 5 a 9 años,Mujer
58,Fuenlabrada,5449,De 10 a 14 años,Mujer
58,Fuenlabrada,5034,De 15 a 19 años,Mujer
58,Fuenlabrada,5131,De 20 a 24 años,Mujer
58,Fuenlabrada,6140,De 25 a 29 años,Mujer
58,Fuenlabrada,7335,De 30 a 34 años,Mujer
58,Fuenlabrada,8715,De 35 a 39 años,Mujer
58,Fuenlabrada,8300,De 40 a 44 años,Mujer
58,Fuenlabrada,8428,De 45 a 49 años,Mujer
58,Fuenlabrada,7516,De 50 a 54 años,Mujer
58,Fuenlabrada,8318,De 55 a 59 años,Mujer
58,Fuenlabrada,7288,De 60 a 64 años,Mujer
58,Fuenlabrada,4053,De 65 a 69 años,Mujer
58,Fuenlabrada,2472,De 70 a 74 años,Mujer
58,Fuenlabrada,1482,De 75 a 79 años,Mujer
58,Fuenlabrada,1346,De 80 a 84 años,Mujer
58,Fuenlabrada,898,De 85 a 89 años,Mujer
58,Fuenlabrada,465,De 90 a 94 años,Mujer
58,Fuenlabrada,107,De 95 a 99 años,Mujer
58,Fuenlabrada,9,De 100 y más años,Mujer
59,Fuente el Saz de Jarama,172,De 0 a 4 años,Hombre
59,Fuente el Saz de Jarama,210,De 5 a 9 años,Hombre
59,Fuente el Saz de Jarama,203,De 10 a 14 años,Hombre
59,Fuente el Saz de Jarama,211,De 15 a 19 años,Hombre
59,Fuente el Saz de Jarama,174,De 20 a 24 años,Hombre
59,Fuente el Saz de Jarama,181,De 25 a 29 años,Hombre
59,Fuente el Saz de Jarama,202,De 30 a 34 años,Hombre
59,Fuente el Saz de Jarama,285,De 35 a 39 años,Hombre
59,Fuente el Saz de Jarama,285,De 40 a 44 años,Hombre
59,Fuente el Saz de Jarama,300,De 45 a 49 años,Hombre
59,Fuente el Saz de Jarama,239,De 50 a 54 años,Hombre
59,Fuente el Saz de Jarama,225,De 55 a 59 años,Hombre
59,Fuente el Saz de Jarama,172,De 60 a 64 años,Hombre
59,Fuente el Saz de Jarama,141,De 65 a 69 años,Hombre
59,Fuente el Saz de Jarama,90,De 70 a 74 años,Hombre
59,Fuente el Saz de Jarama,65,De 75 a 79 años,Hombre
59,Fuente el Saz de Jarama,56,De 80 a 84 años,Hombre
59,Fuente el Saz de Jarama,25,De 85 a 89 años,Hombre
59,Fuente el Saz de Jarama,21,De 90 a 94 años,Hombre
59,Fuente el Saz de Jarama,1,De 95 a 99 años,Hombre
59,Fuente el Saz de Jarama,0,De 100 y más años,Hombre
59,Fuente el Saz de Jarama,151,De 0 a 4 años,Mujer
59,Fuente el Saz de Jarama,170,De 5 a 9 años,Mujer
59,Fuente el Saz de Jarama,197,De 10 a 14 años,Mujer
59,Fuente el Saz de Jarama,185,De 15 a 19 años,Mujer
59,Fuente el Saz de Jarama,159,De 20 a 24 años,Mujer
59,Fuente el Saz de Jarama,183,De 25 a 29 años,Mujer
59,Fuente el Saz de Jarama,223,De 30 a 34 años,Mujer
59,Fuente el Saz de Jarama,253,De 35 a 39 años,Mujer
59,Fuente el Saz de Jarama,307,De 40 a 44 años,Mujer
59,Fuente el Saz de Jarama,291,De 45 a 49 años,Mujer
59,Fuente el Saz de Jarama,269,De 50 a 54 años,Mujer
59,Fuente el Saz de Jarama,199,De 55 a 59 años,Mujer
59,Fuente el Saz de Jarama,146,De 60 a 64 años,Mujer
59,Fuente el Saz de Jarama,131,De 65 a 69 años,Mujer
59,Fuente el Saz de Jarama,94,De 70 a 74 años,Mujer
59,Fuente el Saz de Jarama,61,De 75 a 79 años,Mujer
59,Fuente el Saz de Jarama,63,De 80 a 84 años,Mujer
59,Fuente el Saz de Jarama,52,De 85 a 89 años,Mujer
59,Fuente el Saz de Jarama,27,De 90 a 94 años,Mujer
59,Fuente el Saz de Jarama,4,De 95 a 99 años,Mujer
59,Fuente el Saz de Jarama,1,De 100 y más años,Mujer
60,Fuentidueña de Tajo,46,De 0 a 4 años,Hombre
60,Fuentidueña de Tajo,46,De 5 a 9 años,Hombre
60,Fuentidueña de Tajo,42,De 10 a 14 años,Hombre
60,Fuentidueña de Tajo,51,De 15 a 19 años,Hombre
60,Fuentidueña de Tajo,58,De 20 a 24 años,Hombre
60,Fuentidueña de Tajo,49,De 25 a 29 años,Hombre
60,Fuentidueña de Tajo,75,De 30 a 34 años,Hombre
60,Fuentidueña de Tajo,84,De 35 a 39 años,Hombre
60,Fuentidueña de Tajo,86,De 40 a 44 años,Hombre
60,Fuentidueña de Tajo,66,De 45 a 49 años,Hombre
60,Fuentidueña de Tajo,82,De 50 a 54 años,Hombre
60,Fuentidueña de Tajo,84,De 55 a 59 años,Hombre
60,Fuentidueña de Tajo,65,De 60 a 64 años,Hombre
