municipio_codigo;municipio_nombre;sexo;rango_edad;poblacion_empadronada
55;Estremera;Mujer;De 50 a 54 años;34
55;Estremera;Mujer;De 55 a 59 años;38
55;Estremera;Mujer;De 60 a 64 años;33
55;Estremera;Mujer;De 65 a 69 años;27
55;Estremera;Mujer;De 70 a 74 años;23
55;Estremera;Mujer;De 75 a 79 años;30
55;Estremera;Mujer;De 80 a 84 años;33
55;Estremera;Mujer;De 85 a 89 años;32
55;Estremera;Mujer;De 90 a 94 años;19
55;Estremera;Mujer;De 95 a 99 años;4
55;Estremera;Mujer;De 100 y más años;1
56;Fresnedillas de la Oliva;Hombre;De 0 a 4 años;50
56;Fresnedillas de la Oliva;Hombre;De 5 a 9 años;67
56;Fresnedillas de la Oliva;Hombre;De 10 a 14 años;46
56;Fresnedillas de la Oliva;Hombre;De 15 a 19 años;43
56;Fresnedillas de la Oliva;Hombre;De 20 a 24 años;35
56;Fresnedillas de la Oliva;Hombre;De 25 a 29 años;37
56;Fresnedillas de la Oliva;Hombre;De 30 a 34 años;45
56;Fresnedillas de la Oliva;Hombre;De 35 a 39 años;82
56;Fresnedillas de la Oliva;Hombre;De 40 a 44 años;78
56;Fresnedillas de la Oliva;Hombre;De 45 a 49 años;68
56;Fresnedillas de la Oliva;Hombre;De 50 a 54 años;57
56;Fresnedillas de la Oliva;Hombre;De 55 a 59 años;53
56;Fresnedillas de la Oliva;Hombre;De 60 a 64 años;39
56;Fresnedillas de la Oliva;Hombre;De 65 a 69 años;28
56;Fresnedillas de la Oliva;Hombre;De 70 a 74 años;26
56;Fresnedillas de la Oliva;Hombre;De 75 a 79 años;16
56;Fresnedillas de la Oliva;Hombre;De 80 a 84 años;8
56;Fresnedillas de la Oliva;Hombre;De 85 a 89 años;9
56;Fresnedillas de la Oliva;Hombre;De 90 a 94 años;4
56;Fresnedillas de la Oliva;Hombre;De 95 a 99 años;1
56;Fresnedillas de la Oliva;Hombre;De 100 y más años;0
56;Fresnedillas de la Oliva;Mujer;De 0 a 4 años;54
56;Fresnedillas de la Oliva;Mujer;De 5 a 9 años;62
56;Fresnedillas de la Oliva;Mujer;De 10 a 14 años;34
56;Fresnedillas de la Oliva;Mujer;De 15 a 19 años;49
56;Fresnedillas de la Oliva;Mujer;De 20 a 24 años;39
56;Fresnedillas de la Oliva;Mujer;De 25 a 29 años;40
56;Fresnedillas de la Oliva;Mujer;De 30 a 34 años;57
56;Fresnedillas de la Oliva;Mujer;De 35 a 39 años;66
56;Fresnedillas de la Oliva;Mujer;De 40 a 44 años;61
56;Fresnedillas de la Oliva;Mujer;De 45 a 49 años;70
56;Fresnedillas de la Oliva;Mujer;De 50 a 54 años;49
56;Fresnedillas de la Oliva;Mujer;De 55 a 59 años;46
56;Fresnedillas de la Oliva;Mujer;De 60 a 64 años;31
56;Fresnedillas de la Oliva;Mujer;De 65 a 69 años;29
56;Fresnedillas de la Oliva;Mujer;De 70 a 74 años;26
56;Fresnedillas de la Oliva;Mujer;De 75 a 79 años;14
56;Fresnedillas de la Oliva;Mujer;De 80 a 84 años;13
56;Fresnedillas de la Oliva;Mujer;De 85 a 89 años;11
56;Fresnedillas de la Oliva;Mujer;De 90 a 94 años;5
56;Fresnedillas de la Oliva;Mujer;De 95 a 99 años;2
56;Fresnedillas de la Oliva;Mujer;De 100 y más años;0
57;Fresno de Torote;Hombre;De 0 a 4 años;72
57;Fresno de Torote;Hombre;De 5 a 9 años;81
57;Fresno de Torote;Hombre;De 10 a 14 años;86
57;Fresno de Torote;Hombre;De 15 a 19 años;44
57;Fresno de Torote;Hombre;De 20 a 24 años;25
57;Fresno de Torote;Hombre;De 25 a 29 años;40
57;Fresno de Torote;Hombre;De 30 a 34 años;70
57;Fresno de Torote;Hombre;De 35 a 39 años;105
57;Fresno de Torote;Hombre;De 40 a 44 años;130
57;Fresno de Torote;Hombre;De 45 a 49 años;135
57;Fresno de Torote;Hombre;De 50 a 54 años;77
57;Fresno de Torote;Hombre;De 55 a 59 años;55
57;Fresno de Torote;Hombre;De 60 a 64 años;47
57;Fresno de Torote;Hombre;De 65 a 69 años;46
57;Fresno de Torote;Hombre;De 70 a 74 años;49
57;Fresno de Torote;Hombre;De 75 a 79 años;24
57;Fresno de Torote;Hombre;De 80 a 84 años;11
57;Fresno de Torote;Hombre;De 85 a 89 años;10
57;Fresno de Torote;Hombre;De 90 a 94 años;2
57;Fresno de Torote;Hombre;De 95 a 99 años;0
57;Fresno de Torote;Hombre;De 100 y más años;0
57;Fresno de Torote;Mujer;De 0 a 4 años;62
57;Fresno de Torote;Mujer;De 5 a 9 años;89
57;Fresno de Torote;Mujer;De 10 a 14 años;59
57;Fresno de Torote;Mujer;De 15 a 19 años;41
57;Fresno de Torote;Mujer;De 20 a 24 años;37
57;Fresno de Torote;Mujer;De 25 a 29 años;53
57;Fresno de Torote;Mujer;De 30 a 34 años;66
57;Fresno de Torote;Mujer;De 35 a 39 años;89
57;Fresno de Torote;Mujer;De 40 a 44 años;132
57;Fresno de Torote;Mujer;De 45 a 49 años;89
57;Fresno de Torote;Mujer;De 50 a 54 años;57
57;Fresno de Torote;Mujer;De 55 a 59 años;49
57;Fresno de Torote;Mujer;De 60 a 64 años;50
57;Fresno de Torote;Mujer;De 65 a 69 años;48
57;Fresno de Torote;Mujer;De 70 a 74 años;41
57;Fresno de Torote;Mujer;De 75 a 79 años;17
57;Fresno de Torote;Mujer;De 80 a 84 años;14
57;Fresno de Torote;Mujer;De 85 a 89 años;8
57;Fresno de Torote;Mujer;De 90 a 94 años;3
57;Fresno de Torote;Mujer;De 95 a 99 años;2
57;Fresno de Torote;Mujer;De 100 y más años;0
58;Fuenlabrada;Hombre;De 0 a 4 años;4792
58;Fuenlabrada;Hombre;De 5 a 9 años;5771
58;Fuenlabrada;Hombre;De 10 a 14 años;5703
58;Fuenlabrada;Hombre;De 15 a 19 años;5287
58;Fuenlabrada;Hombre;De 20 a 24 años;5102
58;Fuenlabrada;Hombre;De 25 a 29 años;6220
58;Fuenlabrada;Hombre;De 30 a 34 años;7528
58;Fuenlabrada;Hombre;De 35 a 39 años;8724
58;Fuenlabrada;Hombre;De 40 a 44 años;8426
58;Fuenlabrada;Hombre;De 45 a 49 años;8123
58;Fuenlabrada;Hombre;De 50 a 54 años;7076
58;Fuenlabrada;Hombre;De 55 a 59 años;6884
58;Fuenlabrada;Hombre;De 60 a 64 años;7359
58;Fuenlabrada;Hombre;De 65 a 69 años;4340
58;Fuenlabrada;Hombre;De 70 a 74 años;2208
58;Fuenlabrada;Hombre;De 75 a 79 años;1153
58;Fuenlabrada;Hombre;De 80 a 84 años;844
58;Fuenlabrada;Hombre;De 85 a 89 años;484
58;Fuenlabrada;Hombre;De 90 a 94 años;179
58;Fuenlabrada;Hombre;De 95 a 99 años;25
58;Fuenlabrada;Hombre;De 100 y más años;9
58;Fuenlabrada;Mujer;De 0 a 4 años;4592
58;Fuenlabrada;Mujer;De 5 a 9 años;5354
58;Fuenlabrada;Mujer;De 10 a 14 años;5449
58;Fuenlabrada;Mujer;De 15 a 19 años;5034
58;Fuenlabrada;Mujer;De 20 a 24 años;5131
58;Fuenlabrada;Mujer;De 25 a 29 años;6140
58;Fuenlabrada;Mujer;De 30 a 34 años;7335
58;Fuenlabrada;Mujer;De 35 a 39 años;8715
58;Fuenlabrada;Mujer;De 40 a 44 años;8300
58;Fuenlabrada;Mujer;De 45 a 49 años;8428
58;Fuenlabrada;Mujer;De 50 a 54 años;7516
58;Fuenlabrada;Mujer;De 55 a 59 años;8318
58;Fuenlabrada;Mujer;De 60 a 64 años;7288
58;Fuenlabrada;Mujer;De 65 a 69 años;4053
58;Fuenlabrada;Mujer;De 70 a 74 años;2472
58;Fuenlabrada;Mujer;De 75 a 79 años;1482
58;Fuenlabrada;Mujer;De 80 a 84 años;1346
58;Fuenlabrada;Mujer;De 85 a 89 años;898
58;Fuenlabrada;Mujer;De 90 a 94 años;465
58;Fuenlabrada;Mujer;De 95 a 99 años;107
58;Fuenlabrada;Mujer;De 100 y más años;9
59;Fuente el Saz de Jarama;Hombre;De 0 a 4 años;172
59;Fuente el Saz de Jarama;Hombre;De 5 a 9 años;210
59;Fuente el Saz de Jarama;Hombre;De 10 a 14 años;203
59;Fuente el Saz de Jarama;Hombre;De 15 a 19 años;211
59;Fuente el Saz de Jarama;Hombre;De 20 a 24 años;174
59;Fuente el Saz de Jarama;Hombre;De 25 a 29 años;181
59;Fuente el Saz de Jarama;Hombre;De 30 a 34 años;202
59;Fuente el Saz de Jarama;Hombre;De 35 a 39 años;285
59;Fuente el Saz de Jarama;Hombre;De 40 a 44 años;285
59;Fuente el Saz de Jarama;Hombre;De 45 a 49 años;300
59;Fuente el Saz de Jarama;Hombre;De 50 a 54 años;239
59;Fuente el Saz de Jarama;Hombre;De 55 a 59 años;225
59;Fuente el Saz de Jarama;Hombre;De 60 a 64 años;172
59;Fuente el Saz de Jarama;Hombre;De 65 a 69 años;141
59;Fuente el Saz de Jarama;Hombre;De 70 a 74 años;90
59;Fuente el Saz de Jarama;Hombre;De 75 a 79 años;65
59;Fuente el Saz de Jarama;Hombre;De 80 a 84 años;56
59;Fuente el Saz de Jarama;Hombre;De 85 a 89 años;25
59;Fuente el Saz de Jarama;Hombre;De 90 a 94 años;21
59;Fuente el Saz de Jarama;Hombre;De 95 a 99 años;1
59;Fuente el Saz de Jarama;Hombre;De 100 y más años;0
59;Fuente el Saz de Jarama;Mujer;De 0 a 4 años;151
59;Fuente el Saz de Jarama;Mujer;De 5 a 9 años;170
59;Fuente el Saz de Jarama;Mujer;De 10 a 14 años;197
59;Fuente el Saz de Jarama;Mujer;De 15 a 19 años;185
59;Fuente el Saz de Jarama;Mujer;De 20 a 24 años;159
59;Fuente el Saz de Jarama;Mujer;De 25 a 29 años;183
59;Fuente el Saz de Jarama;Mujer;De 30 a 34 años;223
59;Fuente el Saz de Jarama;Mujer;De 35 a 39 años;253
59;Fuente el Saz de Jarama;Mujer;De 40 a 44 años;307
59;Fuente el Saz de Jarama;Mujer;De 45 a 49 años;291
59;Fuente el Saz de Jarama;Mujer;De 50 a 54 años;269
59;Fuente el Saz de Jarama;Mujer;De 55 a 59 años;199
59;Fuente el Saz de Jarama;Mujer;De 60 a 64 años;146
59;Fuente el Saz de Jarama;Mujer;De 65 a 69 años;131
59;Fuente el Saz de Jarama;Mujer;De 70 a 74 años;94
59;Fuente el Saz de Jarama;Mujer;De 75 a 79 años;61
59;Fuente el Saz de Jarama;Mujer;De 80 a 84 años;63
59;Fuente el Saz de Jarama;Mujer;De 85 a 89 años;52
59;Fuente el Saz de Jarama;Mujer;De 90 a 94 años;27
59;Fuente el Saz de Jarama;Mujer;De 95 a 99 años;4
59;Fuente el Saz de Jarama;Mujer;De 100 y más años;1
60;Fuentidueña de Tajo;Hombre;De 0 a 4 años;46
60;Fuentidueña de Tajo;Hombre;De 5 a 9 años;46
60;Fuentidueña de Tajo;Hombre;De 10 a 14 años;42
60;Fuentidueña de Tajo;Hombre;De 15 a 19 años;51
60;Fuentidueña de Tajo;Hombre;De 20 a 24 años;58
60;Fuentidueña de Tajo;Hombre;De 25 a 29 años;49
60;Fuentidueña de Tajo;Hombre;De 30 a 34 años;75
60;Fuentidueña de Tajo;Hombre;De 35 a 39 años;84
60;Fuentidueña de Tajo;Hombre;De 40 a 44 años;86
60;Fuentidueña de Tajo;Hombre;De 45 a 49 años;66
60;Fuentidueña de Tajo;Hombre;De 50 a 54 años;82
60;Fuentidueña de Tajo;Hombre;De 55 a 59 años;84
60;Fuentidueña de Tajo;Hombre;De 60 a 64 años;65
60;Fuentidueña de Tajo;Hombre;De 65 a 69 años;62
60;Fuentidueña de Tajo;Hombre;De 70 a 74 años;36
60;Fuentidueña de Tajo;Hombre;De 75 a 79 años;19
60;Fuentidueña de Tajo;Hombre;De 80 a 84 años;28
60;Fuentidueña de Tajo;Hombre;De 85 a 89 años;20
60;Fuentidueña de Tajo;Hombre;De 90 a 94 años;4
60;Fuentidueña de Tajo;Hombre;De 95 a 99 años;0
60;Fuentidueña de Tajo;Hombre;De 100 y más años;0
60;Fuentidueña de Tajo;Mujer;De 0 a 4 años;43
60;Fuentidueña de Tajo;Mujer;De 5 a 9 años;47
60;Fuentidueña de Tajo;Mujer;De 10 a 14 años;42
60;Fuentidueña de Tajo;Mujer;De 15 a 19 años;57
60;Fuentidueña de Tajo;Mujer;De 20 a 24 años;58
60;Fuentidueña de Tajo;Mujer;De 25 a 29 años;54
60;Fuentidueña de Tajo;Mujer;De 30 a 34 años;55
60;Fuentidueña de Tajo;Mujer;De 35 a 39 años;70
60;Fuentidueña de Tajo;Mujer;De 40 a 44 años;94
60;Fuentidueña de Tajo;Mujer;De 45 a 49 años;74
60;Fuentidueña de Tajo;Mujer;De 50 a 54 años;77
60;Fuentidueña de Tajo;Mujer;De 55 a 59 años;65
60;Fuentidueña de Tajo;Mujer;De 60 a 64 años;61
60;Fuentidueña de Tajo;Mujer;De 65 a 69 años;47
60;Fuentidueña de Tajo;Mujer;De 70 a 74 años;29
60;Fuentidueña de Tajo;Mujer;De 75 a 79 años;31
60;Fuentidueña de Tajo;Mujer;De 80 a 84 años;30
60;Fuentidueña de Tajo;Mujer;De 85 a 89 años;26
60;Fuentidueña de Tajo;Mujer;De 90 a 94 años;11
60;Fuentidueña de Tajo;Mujer;De 95 a 99 años;6
60;Fuentidueña de Tajo;Mujer;De 100 y más años;0
61;Galapagar;Hombre;De 0 a 4 años;843
61;Galapagar;Hombre;De 5 a 9 años;1101
61;Galapagar;Hombre;De 10 a 14 años;1091
61;Galapagar;Hombre;De 15 a 19 años;1031
61;Galapagar;Hombre;De 20 a 24 años;998
61;Galapagar;Hombre;De 25 a 29 años;958
61;Galapagar;Hombre;De 30 a 34 años;874
61;Galapagar;Hombre;De 35 a 39 años;1235
61;Galapagar;Hombre;De 40 a 44 años;1413
61;Galapagar;Hombre;De 45 a 49 años;1414
61;Galapagar;Hombre;De 50 a 54 años;1446
61;Galapagar;Hombre;De 55 a 59 años;1185
61;Galapagar;Hombre;De 60 a 64 años;803
61;Galapagar;Hombre;De 65 a 69 años;625
61;Galapagar;Hombre;De 70 a 74 años;488
61;Galapagar;Hombre;De 75 a 79 años;278
61;Galapagar;Hombre;De 80 a 84 años;200
61;Galapagar;Hombre;De 85 a 89 años;118
61;Galapagar;Hombre;De 90 a 94 años;40
61;Galapagar;Hombre;De 95 a 99 años;6
61;Galapagar;Hombre;De 100 y más años;1
61;Galapagar;Mujer;De 0 a 4 años;768
61;Galapagar;Mujer;De 5 a 9 años;954
61;Galapagar;Mujer;De 10 a 14 años;1049
61;Galapagar;Mujer;De 15 a 19 años;989
61;Galapagar;Mujer;De 20 a 24 años;1012
61;Galapagar;Mujer;De 25 a 29 años;944
61;Galapagar;Mujer;De 30 a 34 años;956
61;Galapagar;Mujer;De 35 a 39 años;1219
61;Galapagar;Mujer;De 40 a 44 años;1512
61;Galapagar;Mujer;De 45 a 49 años;1560
61;Galapagar;Mujer;De 50 a 54 años;1569
61;Galapagar;Mujer;De 55 a 59 años;1231
61;Galapagar;Mujer;De 60 a 64 años;784
61;Galapagar;Mujer;De 65 a 69 años;688
61;Galapagar;Mujer;De 70 a 74 años;506
61;Galapagar;Mujer;De 75 a 79 años;351
61;Galapagar;Mujer;De 80 a 84 años;308
61;Galapagar;Mujer;De 85 a 89 años;235
61;Galapagar;Mujer;De 90 a 94 años;93
61;Galapagar;Mujer;De 95 a 99 años;21
61;Galapagar;Mujer;De 100 y más años;6
62;Garganta de los Montes;Hombre;De 0 a 4 años;3
62;Garganta de los Montes;Hombre;De 5 a 9 años;4
62;Garganta de los Montes;Hombre;De 10 a 14 años;10
62;Garganta de los Montes;Hombre;De 15 a 19 años;3
62;Garganta de los Montes;Hombre;De 20 a 24 años;11
62;Garganta de los Montes;Hombre;De 25 a 29 años;10
62;Garganta de los Montes;Hombre;De 30 a 34 años;15
62;Garganta de los Montes;Hombre;De 35 a 39 años;6
62;Garganta de los Montes;Hombre;De 40 a 44 años;13
62;Garganta de los Montes;Hombre;De 45 a 49 años;20
62;Garganta de los Montes;Hombre;De 50 a 54 años;17
62;Garganta de los Montes;Hombre;De 55 a 59 años;14
62;Garganta de los Montes;Hombre;De 60 a 64 años;22
62;Garganta de los Montes;Hombre;De 65 a 69 años;8
62;Garganta de los Montes;Hombre;De 70 a 74 años;8
62;Garganta de los Montes;Hombre;De 75 a 79 años;10
62;Garganta de los Montes;Hombre;De 80 a 84 años;3
62;Garganta de los Montes;Hombre;De 85 a 89 años;3
62;Garganta de los Montes;Hombre;De 90 a 94 años;1
62;Garganta de los Montes;Hombre;De 95 a 99 años;0
62;Garganta de los Montes;Hombre;De 100 y más años;0
62;Garganta de los Montes;Mujer;De 0 a 4 años;3
62;Garganta de los Montes;Mujer;De 5 a 9 años;4
62;Garganta de los Montes;Mujer;De 10 a 14 años;4
62;Garganta de los Montes;Mujer;De 15 a 19 años;5
62;Garganta de los Montes;Mujer;De 20 a 24 años;8
62;Garganta de los Montes;Mujer;De 25 a 29 años;12
62;Garganta de los Montes;Mujer;De 30 a 34 años;8
62;Garganta de los Montes;Mujer;De 35 a 39 años;7
62;Garganta de los Montes;Mujer;De 40 a 44 años;13
62;Garganta de los Montes;Mujer;De 45 a 49 años;11
62;Garganta de los Montes;Mujer;De 50 a 54 años;9
62;Garganta de los Montes;Mujer;De 55 a 59 años;20
62;Garganta de los Montes;Mujer;De 60 a 64 años;13
62;Garganta de los Montes;Mujer;De 65 a 69 años;4
62;Garganta de los Montes;Mujer;De 70 a 74 años;8
62;Garganta de los Montes;Mujer;De 75 a 79 años;7
62;Garganta de los Montes;Mujer;De 80 a 84 años;6
62;Garganta de los Montes;Mujer;De 85 a 89 años;6
62;Garganta de los Montes;Mujer;De 90 a 94 años;1
62;Garganta de los Montes;Mujer;De 95 a 99 años;1
62;Garganta de los Montes;Mujer;De 100 y más años;0
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 0 a 4 años;3
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 5 a 9 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 10 a 14 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 15 a 19 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 20 a 24 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 25 a 29 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 30 a 34 años;6
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 35 a 39 años;8
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 40 a 44 años;14
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 45 a 49 años;23
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 50 a 54 años;25
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 55 a 59 años;18
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 60 a 64 años;20
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 65 a 69 años;18
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 70 a 74 años;4
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 75 a 79 años;4
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 80 a 84 años;3
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 85 a 89 años;4
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 90 a 94 años;1
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 95 a 99 años;0
63;Gargantilla del Lozoya y Pinilla de Buitrago;Hombre;De 100 y más años;0
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 0 a 4 años;7
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 5 a 9 años;10
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 10 a 14 años;9
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 15 a 19 años;7
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 20 a 24 años;3
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 25 a 29 años;1
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 30 a 34 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 35 a 39 años;8
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 40 a 44 años;13
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 45 a 49 años;11
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 50 a 54 años;12
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 55 a 59 años;13
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 60 a 64 años;10
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 65 a 69 años;5
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 70 a 74 años;6
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 75 a 79 años;9
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 80 a 84 años;3
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 85 a 89 años;3
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 90 a 94 años;2
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 95 a 99 años;2
63;Gargantilla del Lozoya y Pinilla de Buitrago;Mujer;De 100 y más años;0
64;Gascones;Hombre;De 0 a 4 años;6
64;Gascones;Hombre;De 5 a 9 años;9
64;Gascones;Hombre;De 10 a 14 años;5
64;Gascones;Hombre;De 15 a 19 años;5
64;Gascones;Hombre;De 20 a 24 años;6
64;Gascones;Hombre;De 25 a 29 años;5
64;Gascones;Hombre;De 30 a 34 años;9
64;Gascones;Hombre;De 35 a 39 años;6
64;Gascones;Hombre;De 40 a 44 años;5
64;Gascones;Hombre;De 45 a 49 años;6
64;Gascones;Hombre;De 50 a 54 años;11
64;Gascones;Hombre;De 55 a 59 años;6
64;Gascones;Hombre;De 60 a 64 años;9
64;Gascones;Hombre;De 65 a 69 años;6
64;Gascones;Hombre;De 70 a 74 años;7
64;Gascones;Hombre;De 75 a 79 años;0
64;Gascones;Hombre;De 80 a 84 años;2
64;Gascones;Hombre;De 85 a 89 años;1
64;Gascones;Hombre;De 90 a 94 años;1
64;Gascones;Hombre;De 95 a 99 años;0
64;Gascones;Hombre;De 100 y más años;0
64;Gascones;Mujer;De 0 a 4 años;3
64;Gascones;Mujer;De 5 a 9 años;3
64;Gascones;Mujer;De 10 a 14 años;0
64;Gascones;Mujer;De 15 a 19 años;4
64;Gascones;Mujer;De 20 a 24 años;3
64;Gascones;Mujer;De 25 a 29 años;5
64;Gascones;Mujer;De 30 a 34 años;5
64;Gascones;Mujer;De 35 a 39 años;6
64;Gascones;Mujer;De 40 a 44 años;4
64;Gascones;Mujer;De 45 a 49 años;6
64;Gascones;Mujer;De 50 a 54 años;3
64;Gascones;Mujer;De 55 a 59 años;13
64;Gascones;Mujer;De 60 a 64 años;4
64;Gascones;Mujer;De 65 a 69 años;3
64;Gascones;Mujer;De 70 a 74 años;5
64;Gascones;Mujer;De 75 a 79 años;2
64;Gascones;Mujer;De 80 a 84 años;0
64;Gascones;Mujer;De 85 a 89 años;1
64;Gascones;Mujer;De 90 a 94 años;1
64;Gascones;Mujer;De 95 a 99 años;0
64;Gascones;Mujer;De 100 y más años;0
65;Getafe;Hombre;De 0 a 4 años;4956
65;Getafe;Hombre;De 5 a 9 años;4967
65;Getafe;Hombre;De 10 a 14 años;4588
65;Getafe;Hombre;De 15 a 19 años;4015
65;Getafe;Hombre;De 20 a 24 años;4021
65;Getafe;Hombre;De 25 a 29 años;4859
65;Getafe;Hombre;De 30 a 34 años;6464
65;Getafe;Hombre;De 35 a 39 años;8034
65;Getafe;Hombre;De 40 a 44 años;8710
65;Getafe;Hombre;De 45 a 49 años;7369
65;Getafe;Hombre;De 50 a 54 años;5637
65;Getafe;Hombre;De 55 a 59 años;4768
65;Getafe;Hombre;De 60 a 64 años;4000
65;Getafe;Hombre;De 65 a 69 años;4665
65;Getafe;Hombre;De 70 a 74 años;4832
65;Getafe;Hombre;De 75 a 79 años;2672
65;Getafe;Hombre;De 80 a 84 años;1656
65;Getafe;Hombre;De 85 a 89 años;761
65;Getafe;Hombre;De 90 a 94 años;260
65;Getafe;Hombre;De 95 a 99 años;47
65;Getafe;Hombre;De 100 y más años;11
65;Getafe;Mujer;De 0 a 4 años;4569
65;Getafe;Mujer;De 5 a 9 años;4615
65;Getafe;Mujer;De 10 a 14 años;4327
65;Getafe;Mujer;De 15 a 19 años;3638
65;Getafe;Mujer;De 20 a 24 años;4237
65;Getafe;Mujer;De 25 a 29 años;5038
65;Getafe;Mujer;De 30 a 34 años;6458
65;Getafe;Mujer;De 35 a 39 años;7869
65;Getafe;Mujer;De 40 a 44 años;8613
65;Getafe;Mujer;De 45 a 49 años;7224
65;Getafe;Mujer;De 50 a 54 años;5745
65;Getafe;Mujer;De 55 a 59 años;5213
65;Getafe;Mujer;De 60 a 64 años;4785
65;Getafe;Mujer;De 65 a 69 años;5955
65;Getafe;Mujer;De 70 a 74 años;5212
65;Getafe;Mujer;De 75 a 79 años;2956
65;Getafe;Mujer;De 80 a 84 años;2300
65;Getafe;Mujer;De 85 a 89 años;1376
65;Getafe;Mujer;De 90 a 94 años;666
65;Getafe;Mujer;De 95 a 99 años;182
65;Getafe;Mujer;De 100 y más años;18
66;Griñón;Hombre;De 0 a 4 años;250
66;Griñón;Hombre;De 5 a 9 años;347
66;Griñón;Hombre;De 10 a 14 años;364
66;Griñón;Hombre;De 15 a 19 años;324
66;Griñón;Hombre;De 20 a 24 años;276
66;Griñón;Hombre;De 25 a 29 años;249
66;Griñón;Hombre;De 30 a 34 años;290
66;Griñón;Hombre;De 35 a 39 años;402
66;Griñón;Hombre;De 40 a 44 años;457
66;Griñón;Hombre;De 45 a 49 años;435
66;Griñón;Hombre;De 50 a 54 años;365
66;Griñón;Hombre;De 55 a 59 años;334
66;Griñón;Hombre;De 60 a 64 años;306
66;Griñón;Hombre;De 65 a 69 años;221
66;Griñón;Hombre;De 70 a 74 años;131
66;Griñón;Hombre;De 75 a 79 años;98
66;Griñón;Hombre;De 80 a 84 años;78
66;Griñón;Hombre;De 85 a 89 años;50
66;Griñón;Hombre;De 90 a 94 años;17
66;Griñón;Hombre;De 95 a 99 años;6
66;Griñón;Hombre;De 100 y más años;1
66;Griñón;Mujer;De 0 a 4 años;279
66;Griñón;Mujer;De 5 a 9 años;297
66;Griñón;Mujer;De 10 a 14 años;304
66;Griñón;Mujer;De 15 a 19 años;280
66;Griñón;Mujer;De 20 a 24 años;255
66;Griñón;Mujer;De 25 a 29 años;242
66;Griñón;Mujer;De 30 a 34 años;303
66;Griñón;Mujer;De 35 a 39 años;422
66;Griñón;Mujer;De 40 a 44 años;483
66;Griñón;Mujer;De 45 a 49 años;462
66;Griñón;Mujer;De 50 a 54 años;393
66;Griñón;Mujer;De 55 a 59 años;345
66;Griñón;Mujer;De 60 a 64 años;300
66;Griñón;Mujer;De 65 a 69 años;190
66;Griñón;Mujer;De 70 a 74 años;130
66;Griñón;Mujer;De 75 a 79 años;93
66;Griñón;Mujer;De 80 a 84 años;113
66;Griñón;Mujer;De 85 a 89 años;86
66;Griñón;Mujer;De 90 a 94 años;61
66;Griñón;Mujer;De 95 a 99 años;17
66;Griñón;Mujer;De 100 y más años;4
67;Guadalix de la Sierra;Hombre;De 0 a 4 años;168
